Response_ID,Farm,Latitude,Longitute,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_25ydjIr7eovMgyp,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,Yes,Agree nor disagree,Yes,Somewhat disagree,1
R_2AZ4groxyEOZQdq,Farm 7,19.43600464,-99.14459991,Permanent,Yes,23,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_31FybUSmAckr3kx,Farm 7,19.42329407,-98.12729645,Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1NrKqQttIsDtJru,Farm 7,19.2928009,-99.16120148,Temporary,Yes,5,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2SjiJvLDEaeBGIF,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_11dpei0xIET87Eu,Farm 7,19.43600464,-99.14459991,Permanent,Yes,3,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_YWEVVoSv835R8Dn,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2E06ASIB1syAOtW,Farm 7,19.42329407,-98.12729645,Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vudbuTYlAfCUsfv,Farm 7,19.2928009,-99.16120148,Temporary,Yes,8,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ezFJja6uTWlk58Z,Farm 7,19.42329407,-98.12729645,Permanent,Yes,12,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3lFerbnpW9vRv3r,Farm 7,19.43600464,-99.14459991,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Somewhat agree,1
R_3D1QzGPMYmImm0A,Farm 7,19.42329407,-98.12729645,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_Z3qVtY71DTsIgCZ,Farm 7,19.43600464,-99.14459991,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3k0xUw2oBROr87P,Farm 7,19.2928009,-99.16120148,Temporary,Yes,16,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3D15WxiLyiE0KKY,Farm 7,19.42329407,-98.12729645,Permanent,Yes,10,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_240rz0pPDcJRrAz,Farm 7,19.2928009,-99.16120148,Permanent,Yes,16,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1mw8QRci2PTZfuU,Farm 7,19.43600464,-99.14459991,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3kvagpr26TiywY3,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3snamyEm85Eudo1,Farm 7,19.2928009,-99.16120148,Temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2D5q21EELdNOojF,Farm 7,19.43600464,-99.14459991,Permanent,Yes,42,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2VvZT2ZPHsJyhyL,Farm 7,19.2928009,-99.16120148,Permanent,Yes,53,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2eRtkBm6m8Byx6k,Farm 7,19.43600464,-99.14459991,Permanent,Yes,11,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Don't know,Strongly disagree,1
R_tLCHLCC2zbfZKq5,Farm 7,19.2928009,-99.16120148,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2qfyeBZCoquLQ6C,Farm 7,19.2928009,-99.16120148,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_DOSuO8KHcUxKMvf,Farm 7,19.43600464,-99.14459991,Permanent,Yes,3,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1mUFiswVLGbx6zu,Farm 7,19.2928009,-99.16120148,Permanent,Yes,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1FfF0qaQCpViPI8,Farm 7,19.42329407,-98.12729645,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_USlR2YRHygNBFAJ,Farm 7,19.42329407,-98.12729645,Permanent,Yes,14,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RhqmloVYQ14Kka5,Farm 7,19.42329407,-98.12729645,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_OJrVNM7Anhcee9r,Farm 7,19.42329407,-98.12729645,Temporary,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3rP0HcTFGeQPVRO,Farm 7,19.42329407,-98.12729645,Permanent,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_10B4SU7OOb8sFGz,Farm 7,19.2928009,-99.16120148,Permanent,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_PBNrS0Ryp6jxVbX,Farm 7,19.42329407,-98.12729645,Permanent,Yes,13,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Somewhat agree,Yes,Strongly disagree,1
R_1ISf9wjdfyP57d6,Farm 7,19.42329407,-98.12729645,Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3EKkzdP66fGIFgK,Farm 7,19.2928009,-99.16120148,Permanent,Yes,7,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3JIW4E1gB6fgdsh,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_20ZhZp4rWqEVLiY,Farm 7,19.43600464,-99.14459991,Permanent,Yes,24,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3OoXQjc1DevGbY8,Farm 7,19.3361969,-98.17910004,Permanent,Yes,8,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Somewhat disagree,No,Somewhat agree,Yes,Strongly disagree,1
R_2qlVGXwdGJ9htnQ,Farm 7,19.42329407,-98.12729645,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eD1r3hBQdalTCCd,Farm 7,19.2928009,-99.16120148,Permanent,Yes,10,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3OqBd84u3XAjVj4,Farm 7,19.42329407,-98.12729645,Permanent,No,7,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3F5s2B1ZEVYbPUQ,Farm 7,19.3361969,-98.17910004,Temporary,Yes,10,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2eb7ksQUCGQfk9J,Farm 7,19.43580627,-99.14409637,Temporary,Yes,10,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2t5RnOUeK0a4ZAw,Farm 7,19.43600464,-99.14459991,Permanent,Yes,24,Somewhat dissatisfied,No,No,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_2e5ah72bShb4eJJ,Farm 7,19.42329407,-98.12729645,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_1pRLZYDtW5ltFxw,Farm 7,19.42329407,-98.12729645,Permanent,Yes,13,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_Ajq9vuHJsHyuZWx,Farm 7,19.42329407,-98.12729645,Permanent,Yes,120,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2eWtP7s6qPVYFFf,Farm 7,19.2928009,-99.16120148,Permanent,Yes,17,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Don't know,Strongly disagree,1
R_3FOME0gugyEjNBv,Farm 7,19.43600464,-99.14459991,Permanent,No,18,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_1Qs9ngNAP9AfxuM,Farm 7,19.42329407,-98.12729645,Permanent,Yes,84,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1JF5KrkKD7RmW54,Farm 7,19.42329407,-98.12729645,Permanent,Yes,48,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_12xxuRIbM8uwGCA,Farm 7,19.42329407,-98.12729645,Permanent,Yes,15,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_25GhZxwlFN32GAE,Farm 7,19.43580627,-99.14409637,Temporary,Yes,0,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3OppzEUIJecOF1N,Farm 7,19.43600464,-99.14459991,Permanent,Yes,15,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2wS2bqeQNP9ECua,Farm 7,19.42329407,-98.12729645,Permanent,Yes,14,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1mygQ8vNbYfSD72,Farm 7,19.42329407,-98.12729645,Permanent,Yes,42,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3qe6HHsSKWvjwWr,Farm 7,19.43580627,-99.14409637,Don't know,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_11Z4Dm1CHpuE8Av,Farm 7,19.3361969,-98.17910004,Permanent,Yes,6,Somewhat Satisfied,Yes,Yes,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_71iipIA8YPR1RQt,Farm 7,19.42329407,-98.12729645,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1j8RVYYmSpAK8rH,Farm 7,19.43580627,-99.14409637,Permanent,Yes,15,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gMHloMWdvnu0ur,Farm 7,19.43580627,-99.14409637,Permanent,No,6,Neither satisfied nor dissatisfied,Don't know,No,Somewhat bad,Somewhat disagree,Yes,Strongly Agree,Don't know,Strongly Agree,1
R_UKJe08kbPCMc4pP,Farm 7,19.3361969,-98.17910004,Temporary,No,3,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Somewhat disagree,1
R_25NJxvRB2ZYXeS6,Farm 7,19.42329407,-98.12729645,Permanent,No,4,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_3kG2ozUWAPlQMHV,Farm 7,19.2928009,-99.16120148,Permanent,Yes,21,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2D1CD3etzfwnRpo,Farm 7,19.42329407,-98.12729645,Permanent,Yes,16,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_qvUdAoAiz8rPgKR,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1OSKTNJCC8mxq4w,Farm 7,19.43600464,-99.14459991,Permanent,Yes,30,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1djdGa3NpnUwUtq,Farm 7,19.42329407,-98.12729645,Don't know,Yes,6,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1rDHjjhHNvlsSH8,Farm 7,19.42329407,-98.12729645,Permanent,Don't know,12,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Agree nor disagree,Don't know,Strongly disagree,1
R_BP0HNW4csMKdmQ9,Farm 7,19.2928009,-99.16120148,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_r1qFg8Oj9BuqvjH,Farm 7,19.43600464,-99.14459991,Permanent,Don't know,19,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3Ep6cb4N5F7E8b0,Farm 7,19.42329407,-98.12729645,Permanent,Yes,15,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ze6r4l5JmsxFUOJ,Farm 7,19.3361969,-98.17910004,Permanent,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_VRpjkXfkvryNvJn,Farm 7,19.2928009,-99.16120148,Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Don't know,Somewhat disagree,1
R_oYtWr3ZiArigYpP,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3qCmoujB0xAeB7k,Farm 7,19.42329407,-98.12729645,Permanent,Yes,9,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3OfbGGoxjyoyXw2,Farm 7,19.3361969,-98.17910004,Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2AScvzAd6n6e8pi,Farm 7,19.2928009,-99.16120148,Temporary,Yes,8,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_0k1NcDiAZdE4NUt,Farm 7,19.43580627,-99.14409637,Permanent,Yes,12,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly disagree,No,Strongly Agree,Don't know,Somewhat disagree,1
R_1n2WjTgi5k3kPNI,Farm 7,19.3361969,-98.17910004,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_2b4ew67Jyh5LGED,Farm 7,19.42329407,-98.12729645,Don't know,No,6,Somewhat Satisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Strongly disagree,1
R_20V7Hsdxub2bQ2M,Farm 7,19.43580627,-99.14409637,Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_cAN3QvwZBrcD2uZ,Farm 7,19.43600464,-99.14459991,Permanent,Yes,13,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_33lOhdpBmE2lI8U,Farm 7,19.3361969,-98.17910004,Permanent,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1n2dG4dEJMjde4N,Farm 7,19.2928009,-99.16120148,Don't know,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2dzLHaOJt0ft7GU,Farm 7,19.43600464,-99.14459991,Temporary,Yes,9,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,Yes,Somewhat disagree,Don't know,Strongly disagree,0
R_2EnuHGzjThBeISg,Farm 7,19.43600464,-99.14459991,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_4OTjIVggXlMIylj,Farm 7,19.2928009,-99.16120148,Don't know,Yes,15,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_5gMhItvuCyMcOs1,Farm 7,19.43600464,-99.14459991,Permanent,No,5,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1H8Gj1IRvz1SK7O,Farm 7,19.43580627,-99.14409637,Don't know,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2dGWsB0iDVUXGd8,Farm 7,19.43580627,-99.14409637,Permanent,Yes,10,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Somewhat agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_3hEoJ9QRBsiPnJ4,Farm 7,19.2928009,-99.16120148,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_556Ce177wehlG6J,Farm 7,19.43580627,-99.14409637,Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_3Eg6YK4nSo2ZmbL,Farm 7,19.43580627,-99.14409637,Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3dvWCvMtlXmEJpL,Farm 7,19.43600464,-99.14459991,Permanent,Yes,30,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Don't know,Strongly disagree,1
R_1rqCq95F5X4Mc9J,Farm 7,19.3361969,-98.17910004,Permanent,Yes,30,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2c18sGtyI9j526C,Farm 7,19.3361969,-98.17910004,Permanent,Yes,28,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2wtOueW2iKStu4Y,Farm 7,19.43580627,-99.14409637,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ugYgTQqExWQq4wN,Farm 7,19.43580627,-99.14409637,Permanent,Yes,19,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat disagree,Don't know,Strongly disagree,1
R_2qyNjki62aHB4ZK,Farm 7,19.42329407,-98.12729645,Permanent,Yes,20,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3L72dppMxhu3fzd,Farm 7,19.43580627,-99.14409637,Don't know,Yes,10,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Don't know,Strongly disagree,1
R_2PnbUNmxyVqZsIA,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_2Bm7zvYiy42VsYW,Farm 7,19.43580627,-99.14409637,Permanent,Yes,11,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_XTF8AuSlHcY6yHL,Farm 7,19.42329407,-98.12729645,Permanent,Yes,6,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Gg1veuzAdeVeqT,Farm 7,19.3361969,-98.17910004,Permanent,Yes,15,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_11dnJePnxAeo9tx,Farm 7,19.2928009,-99.16120148,Permanent,Yes,24,Somewhat Satisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RlCZOw5ju0mg7Hb,Farm 7,19.43600464,-99.14459991,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3HZDUQU3CvHUUqA,Farm 7,19.42329407,-98.12729645,Permanent,Yes,14,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2rSg4OQkkRboZka,Farm 7,19.42329407,-98.12729645,Permanent,Yes,18,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_Dc7vOWHVfQJwPxn,Farm 7,19.43580627,-99.14409637,Don't know,Yes,30,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3RlwKIluwdQUxN6,Farm 7,19.42329407,-98.12729645,Permanent,Yes,21,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3MF03dzmqeVQH5F,Farm 7,19.3361969,-98.17910004,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_08jk3dDypKgc8G5,Farm 7,19.43580627,-99.14409637,Temporary,Yes,12,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3G1TvESpEIck5Fl,Farm 7,19.42329407,-98.12729645,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1LFRrnIwXtySDGp,Farm 7,19.43600464,-99.14459991,Permanent,Yes,36,Very satisfied,Yes,No,Very good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3eyQu6CHyUMOwel,Farm 7,19.42329407,-98.12729645,Permanent,Yes,29,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_11iiUEEhM3ja6JV,Farm 7,19.42329407,-98.12729645,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2BbxLETA7afNxnE,Farm 7,19.2928009,-99.16120148,Permanent,Don't know,12,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2TS0aur7vKy5CFV,Farm 7,19.3361969,-98.17910004,Permanent,Yes,8,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_Z3pKGmH04cGXJLj,Farm 7,19.43600464,-99.14459991,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_27ydhJ8m24sDQio,Farm 7,19.42329407,-98.12729645,Permanent,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_2qpJb7BqxXM2iLg,Farm 7,19.3361969,-98.17910004,Permanent,Yes,21,Somewhat dissatisfied,Yes,No,Somewhat good,Somewhat disagree,Yes,Somewhat disagree,No,Neither agree nor disagree,1
R_2RP2qzbuMPOUKx5,Farm 7,19.43580627,-99.14409637,Permanent,Yes,15,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Oq5d2wc6Rh6vSx,Farm 7,19.43600464,-99.14459991,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_XifA0OFY6xrkco1,Farm 7,19.3361969,-98.17910004,Permanent,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_x8W5AKn6jcu7465,Farm 7,19.2928009,-99.16120148,Don't know,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_25XQVyNqntp5FFB,Farm 7,19.3361969,-98.17910004,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_7QZ5EjoCGqtIK8p,Farm 7,19.43600464,-99.14459991,Permanent,Yes,15,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1OxfvTsO7HeDJYs,Farm 7,19.42329407,-98.12729645,Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_OOMQvPzkCCtWI49,Farm 7,19.2928009,-99.16120148,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ALJq701b6uN9mFz,Farm 7,19.42329407,-98.12729645,Permanent,No,5,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat disagree,Don't know,Neither agree nor disagree,1
R_2qaYDdJJwrbSHL9,Farm 7,19.43600464,-99.14459991,Permanent,Yes,18,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
