Survey Number,Response ID,ch_account_name,gender_core,gender_core,age_core,education_level_core,education_level_core,worker_type_core,worker_type_core,understand_contract,understand_contract,entity_tenure - Years,entity_tenure - Months,total_tenure_months,workplace_satis_core,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,conditions_rate_core,safety_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,pressure_to_work_core,factory_recommend_tf_core
Survey 1,R_1H60PXkTX55Xese,Farm 7,Woman,1,20,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Somewhat Satisfied,3,Don't know,Don't know,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_2CdI8AQXcmnQHMx,Farm 7,Woman,1,38,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Somewhat disagree,1,Yes,Strongly disagree,0,Promoter
Survey 1,R_2s5vRTL8urKZXHZ,Farm 7,Woman,1,40,Middle School,Middle School,Permanent,1,Don't know,Don't know,,3,3,Neither satisfied nor dissatisfied,2,Don't know,No,Neither good or bad,2,Agree nor disagree,2,No,,Somewhat agree,3,No,Somewhat agree,3,Neutral
Survey 1,R_STPLmk5p1RzlRkt,Farm 7,Man,0,36,Middle School,Middle School,Permanent,1,Yes,0,,7,7,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Somewhat agree,3,Promoter 
Survey 1,R_XhKthskFAgKuGGJ,Farm 7,Man,0,25,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_2e2zDCofMq5fgwU,Farm 7,Man,0,21,Middle School,Middle School,Permanent,1,Yes,0,,8,8,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_eyDlhtrDVbGMVNL,Farm 7,Woman,1,36,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3G0XRyiYfrmzSjc,Farm 7,Woman,1,42,No school,No school,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Don't know
Survey 1,R_USybH0429WFGfkt,Farm 7,Woman,1,38,Middle School,Middle School,Don't know,Don't know,Yes,0,,7,7,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_b9skFofeq9OWsX7,Farm 7,Woman,1,25,Elementary School,Elementary School,Permanent,1,Yes,0,,13,13,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,Yes,2 occasions,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_a8z2nFYYngAh5N7,Farm 7,Woman,1,37,Middle School,Middle School,Permanent,1,Yes,0,,10,10,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Don't know,Strongly disagree,0,Promoter
Survey 1,R_vMiiYdhCkovPRhD,Farm 7,Woman,1,32,Elementary School,Elementary School,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly Agree,4,Neutral
Survey 1,R_Zy31ibazAHgnjbj,Farm 7,Woman,1,23,Middle School,Middle School,Don't know,Don't know,Yes,0,,4,4,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3hGy07dIouBSvWy,Farm 7,Woman,1,27,Middle School,Middle School,Don't know,Don't know,Yes,0,,7,7,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2zkkn4dtgE8wy6G,Farm 7,Man,0,21,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1Lul4K7SiQpYQaW,Farm 7,Man,0,33,Elementary School,Elementary School,Permanent,1,Yes,0,,8,8,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Somewhat disagree,1,Yes,Strongly Agree,4,Neutral
Survey 1,R_2sXSv65GLe5JYT5,Farm 7,Man,0,26,Middle School,Middle School,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_PZqAmozSjmnNJZf,Farm 7,Man,0,24,Middle School,Middle School,Temporary,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_pueZnJUxlOohfEd,Farm 7,Man,0,37,Middle School,Middle School,Permanent,1,Yes,0,,11,11,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter 
Survey 1,R_1r0wHN6sI5xAeFR,Farm 7,Woman,1,35,Middle School,Middle School,Permanent,1,No,1,,5,5,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Neutral
Survey 1,R_3MRk0sEWLpptH1m,Farm 7,Woman,1,25,High School,High School,Permanent,1,Yes,0,,5,5,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_0e1Kidu6A3zgRhL,Farm 7,Man,0,32,Middle School,Middle School,Permanent,1,Yes,0,,72,72,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_22VzQra4pJWNK3K,Farm 7,Woman,1,40,Elementary School,Elementary School,Permanent,1,Yes,0,,46,46,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_ST1sAypKc7ZxZDz,Farm 7,Man,0,18,Middle School,Middle School,Don't know,Don't know,Yes,0,,4,4,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1kSOOjzuBQ7Gz2l,Farm 7,Man,0,32,No school,No school,Permanent,1,Don't know,Don't know,,96,96,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter 
Survey 1,R_ZE6rVfcoKWNd51T,Farm 7,Man,0,45,Elementary School,Elementary School,Don't know,Don't know,Don't know,Don't know,,18,18,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Promoter 
Survey 1,R_1CBFRphRQvy4fE6,Farm 7,Woman,1,29,High School,High School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat disagree,1,No,,Strongly disagree,0,Yes,Strongly disagree,0,Neutral
Survey 1,R_SZeuD3sdDMWJ0ZP,Farm 7,Woman,1,19,Elementary School,Elementary School,Don't know,Don't know,Yes,0,,18,18,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_vIdIH68s5ignaJr,Farm 7,Man,0,40,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_RfpMcSpkq04ElLX,Farm 7,Woman,1,50,No school,No school,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1gBCBXiY1BUt34J,Farm 7,Woman,1,45,Middle School,Middle School,Permanent,1,Yes,0,,14,14,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_3h3hW1JazDl3nhW,Farm 7,Woman,1,22,High School,High School,Permanent,1,Yes,0,,10,10,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_dnke1QY3BLfgOGJ,Farm 7,Man,0,23,Middle School,Middle School,Permanent,1,Yes,0,,22,22,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_eyOjjdJaJCUZvR7,Farm 7,Woman,1,46,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Promoter 
Survey 1,R_phn059xXawWTLIB,Farm 7,Woman,1,43,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1hN1B57r8m5GNBE,Farm 7,Man,0,51,Elementary School,Elementary School,Temporary,1,Yes,0,,11,11,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3LefPPX3BRPvuXS,Farm 7,Man,0,60,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_29mqmHcSprDPC14,Farm 7,Woman,1,20,Middle School,Middle School,Permanent,1,No,1,,2,2,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Neutral
Survey 1,R_2du4FrXo88zNoPM,Farm 7,Woman,1,36,Elementary School,Elementary School,Permanent,1,No,1,,24,24,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_8dkCVhzuQgFd9Wp,Farm 7,Man,0,49,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_RxCG09Os6EbjCSJ,Farm 7,Woman,1,36,Middle School,Middle School,Permanent,1,No,1,,18,18,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Neutral
Survey 1,R_1rxjPeqK934JAjY,Farm 7,Man,0,56,Elementary School,Elementary School,Permanent,1,Yes,0,,66,66,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter 
Survey 1,R_Aafng13agDDREwF,Farm 7,Man,0,39,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2Sq8di13w5k5bXA,Farm 7,Man,0,25,Middle School,Middle School,Don't know,Don't know,Yes,0,,4,4,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3p3EtpfEQYEBXbb,Farm 7,Woman,1,18,Middle School,Middle School,Permanent,1,Yes,0,,5,5,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Don't know,Strongly disagree,0,Neutral
Survey 1,R_31d8d2Q88GqM9Gw,Farm 7,Woman,1,34,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Somewhat agree,3,Don't know,Somewhat agree,3,Promoter 
Survey 1,R_1U3h83h5we71l85,Farm 7,Woman,1,35,No school,No school,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_33mwqki2q7103Nx,Farm 7,Man,0,18,Middle School,Middle School,Temporary,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_V3v5Xx45Fod6nzX,Farm 7,Man,0,45,No school,No school,Permanent,1,Yes,0,,14,14,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter
Survey 1,R_1P5hVLx9O0fvBqS,Farm 7,Woman,1,42,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1d4vAPIDtC5miNu,Farm 7,Woman,1,19,Middle School,Middle School,Permanent,1,Don't know,Don't know,,6,6,Somewhat Satisfied,3,No,Yes,Neither good or bad,2,Somewhat disagree,1,Yes,1 occasion,Strongly Agree,4,Yes,Strongly Agree,4,Neutral
Survey 1,R_2bORyMtMpH1ueaU,Farm 7,Man,0,39,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_D95GTFZlL4J9iN3,Farm 7,Woman,1,24,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter
Survey 1,R_1dxZPZlP170fZBv,Farm 7,Woman,1,19,Middle School,Middle School,Temporary,1,Don't know,Don't know,,4,4,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter
Survey 1,R_YSx4VfpEEldYZ8Z,Farm 7,Man,0,20,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Demoter
Survey 1,R_1NlaNwut4SuKjpN,Farm 7,Man,0,20,High School,High School,Permanent,1,Yes,0,,14,14,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3OoXziHqy8npouo,Farm 7,Woman,1,19,Middle School,Middle School,Permanent,1,Yes,0,,16,16,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_RDMGU5r2jAGD6rD,Farm 7,Woman,1,43,Middle School,Middle School,Permanent,1,Yes,0,,30,30,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3MR5LpIZzmzAIH1,Farm 7,Woman,1,26,High School,High School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_78TNw9fmxlcA4O5,Farm 7,Man,0,27,College degree or higher,College degree or higher,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,No,Yes,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Somewhat disagree,1,Neutral
Survey 1,R_1pnWj4U6URaH0lL,Farm 7,Woman,1,47,Middle School,Middle School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Somewhat disagree,1,Yes,Strongly disagree,0,Neutral
Survey 1,R_1gFLUAWryk76hcG,Farm 7,Woman,1,27,High School,High School,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_33pXRMBBPmBnZ5X,Farm 9,Man,0,31,High School,High School,Permanent,1,Yes,0,,120,120,Somewhat Satisfied,3,No,Yes,Neither good or bad,2,Strongly disagree,0,No,,Somewhat disagree,1,Yes,Strongly disagree,0,Neutral
Survey 1,R_tZ0ikyq6PI1CznP,Farm 9,Man,0,54,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_wZt2Logu9euGxbP,Farm 9,Man,0,57,Middle School,Middle School,Permanent,1,Yes,0,,132,132,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_vwAZW9N61D0ld6h,Farm 9,Man,0,21,High School,High School,Temporary,1,Yes,0,,20,20,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,Yes,Never sustained an injury while at this job,Strongly Agree,4,Yes,Strongly Agree,4,Neutral
Survey 1,R_3EVTKLE7tfrfy92,Farm 9,Man,0,26,High School,High School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2bTAfNiXgO2vIrl,Farm 9,Man,0,45,Elementary School,Elementary School,Temporary,1,Yes,0,,12,12,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_shZExpkut1lEMet,Farm 9,Woman,1,69,Elementary School,Elementary School,Permanent,1,Yes,0,,108,108,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_10JF2uQ3JBdTJVm,Farm 9,Man,0,70,Elementary School,Elementary School,Permanent,1,Yes,0,,132,132,Somewhat Satisfied,3,No,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_2781rzdfHdWkW2e,Farm 9,Woman,1,54,Middle School,Middle School,Permanent,1,Yes,0,,168,168,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Somewhat agree,3,Neutral
Survey 1,R_2E0KcROdN3PoQ6n,Farm 9,Man,0,27,Middle School,Middle School,Temporary,1,Yes,0,,5,5,Very satisfied,4,Yes,Don't know,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2zT0N5qKoe6EJV7,Farm 9,Woman,1,59,No school,No school,Permanent,1,Yes,0,,168,168,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1JVg1oKrHign3Fy,Farm 9,Man,0,50,Middle School,Middle School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_beFmfaVBAuNjW1j,Farm 9,Man,0,45,Elementary School,Elementary School,Permanent,1,Yes,0,,60,60,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3s0N8dP1xpkjyTO,Farm 9,Woman,1,69,Elementary School,Elementary School,Permanent,1,Yes,0,,84,84,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1gqi09s9TvsRWpE,Farm 9,Woman,1,27,High School,High School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_cVlFp1MHwZh3eCJ,Farm 9,Man,0,37,High School,High School,Permanent,1,Yes,0,,48,48,Neither satisfied nor dissatisfied,2,No,Yes,Very good,4,Strongly Agree,4,No,,Somewhat agree,3,Yes,Somewhat agree,3,Promoter
Survey 1,R_sTOvrYU4S8MECeR,Farm 9,Man,0,53,Elementary School,Elementary School,Permanent,1,Yes,0,,132,132,Very satisfied,4,Don't know,Yes,Somewhat bad,1,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3F3jHkDNGIILZjr,Farm 9,Woman,1,65,High School,High School,Permanent,1,Yes,0,,60,60,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1rkcqAwLy4GvU4y,Farm 9,Man,0,34,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Demoter
Survey 1,R_27JWmUBZ9NbpsaW,Farm 9,Man,0,55,Elementary School,Elementary School,Permanent,1,Yes,0,,144,144,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3nlmPGh5wjig7yj,Farm 9,Man,0,36,High School,High School,Permanent,1,Yes,0,,168,168,Very satisfied,4,No,Yes,Neither good or bad,2,Somewhat disagree,1,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3EEDqG3IbGYLdn0,Farm 9,Man,0,62,Middle School,Middle School,Permanent,1,No,1,,144,144,Very dissatisfied,0,No,Yes,Very bad,1,Somewhat disagree,1,No,,Somewhat disagree,1,No,Strongly disagree,0,Demoter
Survey 1,R_3RpTY5LPWdcRwRa,Farm 9,Woman,1,63,Elementary School,Elementary School,Permanent,1,Yes,0,,156,156,Somewhat Satisfied,3,No,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_1pFqpBX6RKpC3Wq,Farm 9,Man,0,43,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2Yal3FALKWAAprY,Farm 9,Man,0,61,No school,No school,Permanent,1,Yes,0,,122,122,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly disagree,0,Yes,1 occasion,Strongly disagree,0,Yes,Strongly Agree,4,Neutral
Survey 1,R_1rOE4ysM3aIi9z6,Farm 9,Woman,1,60,Elementary School,Elementary School,Permanent,1,Yes,0,,120,120,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_yOXmitdMVUAEEHD,Farm 9,Man,0,41,Middle School,Middle School,Temporary,1,Yes,0,,7,7,Very satisfied,4,Yes,Don't know,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_28SQ99kDSpf9rSa,Farm 9,Woman,1,66,College degree or higher,College degree or higher,Permanent,1,Yes,0,,108,108,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1drU3tx9AGaSvPs,Farm 9,Man,0,33,Middle School,Middle School,Permanent,1,Don't know,Don't know,,122,122,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Somewhat disagree,1,No,,Agree nor disagree,2,Yes,Somewhat agree,3,Neutral
Survey 1,R_3KPnuB7NoyzZHYJ,Farm 9,Man,0,42,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_1FLqTXTLNhaBT7y,Farm 9,Woman,1,61,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Neither satisfied nor dissatisfied,2,Don't know,Yes,Neither good or bad,2,Strongly Agree,4,No,,Agree nor disagree,2,Yes,Somewhat disagree,1,Neutral
Survey 1,R_xcjBN7c2qeGy3NT,Farm 9,Man,0,57,No school,No school,Permanent,1,Yes,0,,122,122,Very satisfied,4,Yes,No,Neither good or bad,2,Somewhat disagree,1,No,,Somewhat disagree,1,Yes,Strongly disagree,0,Neutral
Survey 1,R_3fd8NX1wkbHCF2J,Farm 9,Man,0,38,High School,High School,Permanent,1,No,1,,16,16,Somewhat Satisfied,3,Don't know,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Neither agree nor disagree,Neither 2,Neutral
Survey 1,R_cAttd50uVpJikw1,Farm 9,Woman,1,27,Middle School,Middle School,Permanent,1,Don't know,Don't know,,96,96,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 1,R_1k02Bvqzucd0UzC,Farm 9,Woman,1,24,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,Don't know,Don't know,Somewhat good,3,Strongly Agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Neutral
Survey 1,R_2QDOfx8DhiTd7c2,Farm 9,Man,0,32,Elementary School,Elementary School,Temporary,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2sQQtB4FKSx6MGT,Farm 9,Woman,1,25,High School,High School,Permanent,1,Yes,0,,60,60,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_1IWSU5arjikF9hX,Farm 9,Man,0,42,Middle School,Middle School,Permanent,1,No,1,,122,122,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly disagree,0,No,,Strongly disagree,0,Don't know,Somewhat agree,3,Demoter
Survey 1,R_3GjLxsAO9zDdxHz,Farm 9,Man,0,39,High School,High School,Temporary,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
